Company,Category/Subject,Grade/Age Group,Link,Description,Free Service Offered
Tinkergarten,"Reading, Science, Fine Arts, Physical Education, Early Childhood, STEM","Early Childhood, K - 2nd, 3rd - 5th",www.tinkergarten.com/athome,Tinkergarten At Home: Outdoor experiences where kids learn through play.,"Free weekly DIY activities, virtual Tinkergarten classes, caregiver coaching and an active online community to help parents help kids become ready to learn, ready to thrive, ready for anything."
Tinybop Schools,"Science, STEM","K - 2nd, 3rd - 5th",http://schools.tinybop.com,Tinybop Schools offers web-based science models of 10 core science subjects for K-6. NGSS-aligned. Winner of Commonsense Media's best of Edtech 2019.,Tinybop Schools is offering a free no-obligation(no credit card) full-access trial through the end of the school year.
TinyEYE Therapy Services Backpack,,,http://info.tinyeye.com/free-online-games-activities-for-slps,Teletherapy Company - Speech & Occupational Therapy,Activities for SLPs to provide homebound students
Toddle Learning Library,,,www.toddleapp.com,PYP e-schooling; free planning space and free top quality PYP resources,"PYP unit planning, resources; classroom ideas, sample units, and sample learning experiences"
TopHat,,,https://tophat.com/covid-19-response/,"Top Hat is a student engagement platform that professors use inside and outside of the classroom. Top Hat provides a lecture tool that tracks attendance, asks questions, features interactive slides, and manages classroom discussions.","We’re making the Top Hat platform free of charge for professors and students who have current, active classes, to complete their semester."
TopsTheMonkey,,,http://www.topsthemonkey.com,A site created by a retired teacher/literacy specialist to spread the joy of reading.,FREE Read Aloud Videos for Children with access to free follow-up activities.
Toy & Game Young Inventor Challenge,STEM,ALL,www.chitag.com/yic,"Free resources to help kids invent a toy or game including a step-by-step Design Guide, articles and videos. Kids can also enter Young Inventor Challenge for a chance at scholarships, prizes and licensing. Every entrant receives feedback from a toy/game exec.","Free step-by-step Design Guide created by an educator and the inventor of Bop-It, Perplexus and more as well as videos, articles, ToyWiki to help and inspire."
Toy Theater,"Math, Reading","K - 2nd, 3rd - 5th",https://toytheater.com/,"Toy Theater is a collection of interactive educational games for your elementary classroom. They are all free and designed to work on computers, tablets, and mobile devices. It also has virtual math manipulatives, including money from the USA, UK, Australia, EU, Canada, and New Zealand.",Always free
Tradepal,"Math, Reading, Writing, Science, Social Studies, ESL, Foreign Language, STEM, Intervention Resources, Campus Tutors",Higher Education,https://www.tradepal.com/continuity,"Not everyone has access to high-speed internet during this time of social distancing, and the simplest way to connect everyone may be to jump on an audio conference call. A solution that could be most economical for both faculty and students may be the use of the following: 1) a centralized module on Tradepal to connect all participants in the course, 2) a group chat, and 3) a free conference dial-in to deliver the lesson. During this time, Tradepal has opened the solution for free to any faculty who need a way to deliver remote instruction for all students no matter what device or if they have limited WiFi. It works on any device -- Smartphone, tablet, laptop or desktop, and there is no need to download anything to access the solution.","In response to the shift to online, Tradepal will provide free and immediate access to its REMOTE LEARNING PLATFORM to help faculty members and tutors support their students during spring semester."
"Trala, Inc.",Fine Arts,ALL,https://trala.com,Practice violin with videos from professionals and instant feedback on pitch and rhythm.,Trala is offering free 3-month subscriptions for educators and their students.
Transatlantic Outreach Program (TOP),"Social Studies, STEM",ALL,www.goethe.de/top,"TOP provides North American educators of social studies and STEM subjects, as well as workforce decision makers, with free classroom materials, workshops, virtual exchanges, and study tours.",Free instructional materials on contemporary Germany and Europe for K-12 social studies and STEM educators.
TryEngineering- Powered by IEEE,,,Tryengineering.org,"TryEngineering aims to empower educators to foster the next generation of technology innovators. We provide educators and students with resources, lesson plans, and activities that engage and inspire.",All resources on this website are free.
Tutor Doctor Rayford,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, Foreign Language, SAT and ACT Test Prep",ALL,https://collegeprepsolutions.lpages.co/virtualtest/,Online Tutoring Company,Free virtual SAT/ACT proctored practice test
Tuva,"Math, Science, STEM","6th - 8th, High School",tuvalabs.com,"Authentic, real-world math and science activities and lessons for students.",We are offering the Tuva Premium subscription for free for the remainder of the current school year.
Twig Education,,,https://www.go.twigeducation.com/covid19-us,,
Twinkl,,,https://www.twinkl.com/blog/how-to-utilise-twinkl-during-the-coronavirus-shutdown-a-guide-for-schools?utm_source=twitter&utm_medium=social&utm_campaign=corona,,
Tynker,,,https://mailchi.mp/tynker/in-support-of-schools-facing-health-related-closure,,
Typing Club,,,https://www.typingclub.com/,,Always free.
Typing.com,,,https://www.typing.com/,,Always free.
Tyto Online,,,https://www.tytoonline.com/,Next Generation Science video game focused on middle school where students directly engage in science phenomena as they solve problems.,"Free 60-day trial; if we need to extend longer for teachers impacted by COVID-19 school services, we’ll make sure it’s available throughout this school year."
Unite for Literacy,,,https://www.uniteforliteracy.com/,Free texts for primary students to read. It also has the option for students to click on the words and have the text read to them.,"This website is always free, but offers different emergent texts for students to read."
Unlock Math,,,http://www.unlockmath.com/,UnLock Math offers online math curriculum for grades 6-12.,Anyone who signs up for our 14 day free trial due to school closures and emails us at matthew@unlockmath.com will have their trial extended to 3 weeks (possibly longer depending on circumstances). Families are free to sign up as many children as needed.
